id,lat,lng,date,count
240092,42.3600825,-71.0588801,Sat 7/24/1999,58
240092,42.3600825,-71.0588801,Fri 7/23/1999,75
240093,42.3600825,-71.0588801,Tue 8/24/1999,"18,002"
240093,42.3600825,-71.0588801,Mon 8/23/1999,"17,856"
240093,42.3600825,-71.0588801,Thu 7/22/1999,"20,231"
240095,42.3600825,-71.0588801,Tue 8/24/1999,"29,136"
240095,42.3600825,-71.0588801,Mon 8/23/1999,"27,891"
240096,42.3600825,-71.0588801,Mon 7/26/1999,"12,587"
240096,42.3600825,-71.0588801,Sun 7/25/1999,"7,092"
240096,42.3600825,-71.0588801,Sat 7/24/1999,"8,762"
240096,42.3600825,-71.0588801,Fri 7/23/1999,"13,855"
240096,42.3600825,-71.0588801,Thu 7/22/1999,"14,087"
240101,42.3600825,-71.0588801,Mon 7/26/1999,"23,887"
240101,42.3600825,-71.0588801,Sun 7/25/1999,"16,911"
250035,42.3493111,-71.04369969999999,Thu 10/3/2002,"9,403"
250035,42.3493111,-71.04369969999999,Wed 10/2/2002,"8,950"
250035,42.3493111,-71.04369969999999,Tue 10/1/2002,"8,531"
250038,42.3600825,-71.0588801,Thu 5/22/2003,"6,227"
250038,42.3600825,-71.0588801,Wed 5/21/2003,"6,475"
250038,42.3600825,-71.0588801,Tue 5/20/2003,"6,622"
250038,42.3600825,-71.0588801,Mon 5/19/2003,"6,553"
250036,42.3448372,-71.0493904,Thu 10/3/2002,"1,950"
250036,42.3448372,-71.0493904,Wed 10/2/2002,"2,000"
250036,42.3448372,-71.0493904,Tue 10/1/2002,"1,708"
250041,42.3577756,-71.070295,Wed 5/21/2003,"12,802"
250041,42.3577756,-71.070295,Tue 5/20/2003,"12,376"
250041,42.3577756,-71.070295,Mon 5/19/2003,"12,254"
250049,42.3491723,-71.0454766,Thu 10/3/2002,"2,862"
250049,42.3491723,-71.0454766,Wed 10/2/2002,"2,465"
250049,42.3491723,-71.0454766,Tue 10/1/2002,"2,357"
250058,42.3600825,-71.0588801,Sun 5/4/2003,4
250058,42.3600825,-71.0588801,Fri 5/2/2003,197
250058,42.3600825,-71.0588801,Thu 5/1/2003,"36,666"
250058,42.3600825,-71.0588801,Wed 4/30/2003,"37,285"
250058,42.3600825,-71.0588801,Tue 4/29/2003,"36,844"
250058,42.3600825,-71.0588801,Mon 4/28/2003,"34,143"
250067,42.3600825,-71.0588801,Thu 5/22/2003,"4,498"
250067,42.3600825,-71.0588801,Wed 5/21/2003,"6,895"
250067,42.3600825,-71.0588801,Tue 5/20/2003,"7,357"
250067,42.3600825,-71.0588801,Mon 5/19/2003,"6,118"
250064,42.3499928,-71.0415663,Wed 10/2/2002,"2,628"
250064,42.3499928,-71.0415663,Tue 10/1/2002,"3,117"
250068,42.3600825,-71.0588801,Thu 5/22/2003,"8,945"
250068,42.3600825,-71.0588801,Wed 5/21/2003,"9,206"
250068,42.3600825,-71.0588801,Tue 5/20/2003,"8,982"
250068,42.3600825,-71.0588801,Mon 5/19/2003,"8,769"
250077,42.3715978,-71.0431361,Thu 10/3/2002,"4,984"
250077,42.3715978,-71.0431361,Wed 10/2/2002,"5,335"
250077,42.3715978,-71.0431361,Tue 10/1/2002,"1,803"
250078,42.3499928,-71.0415663,Thu 10/3/2002,"23,648"
250078,42.3499928,-71.0415663,Wed 10/2/2002,"23,718"
250078,42.3499928,-71.0415663,Tue 10/1/2002,"20,713"
250079,42.3715978,-71.0431361,Wed 4/28/2004,"13,210"
250079,42.3715978,-71.0431361,Tue 4/27/2004,"13,153"
250079,42.3715978,-71.0431361,Mon 4/26/2004,"13,435"
250079,42.3715978,-71.0431361,Sun 4/25/2004,"11,751"
250079,42.3715978,-71.0431361,Thu 10/3/2002,"23,682"
250079,42.3715978,-71.0431361,Wed 10/2/2002,"23,073"
250079,42.3715978,-71.0431361,Tue 10/1/2002,"21,208"
250088,42.3646036,-71.06975729999999,Wed 5/21/2003,"43,505"
250088,42.3646036,-71.06975729999999,Tue 5/20/2003,"43,580"
250088,42.3646036,-71.06975729999999,Mon 5/19/2003,"43,847"
250091,42.3600825,-71.0588801,Tue 5/20/2003,"100,664"
250091,42.3600825,-71.0588801,Mon 5/19/2003,"101,185"
252007,42.3385863,-71.0789916,Wed 4/16/1997,275
252007,42.3385863,-71.0789916,Tue 4/15/1997,249
252007,42.3385863,-71.0789916,Mon 4/14/1997,"27,477"
255386,42.3577756,-71.070295,Tue 5/4/2004,"14,632"
255387,42.35152220000001,-71.0502456,Wed 4/28/2004,"13,463"
255387,42.35152220000001,-71.0502456,Mon 4/26/2004,"16,993"
255387,42.35152220000001,-71.0502456,Sun 4/25/2004,"15,269"
255639,42.3483198,-71.0461705,Sun 4/25/2004,"16,396"
256112,42.3567592,-71.05143939999999,Thu 6/9/2005,"122,928"
256112,42.3567592,-71.05143939999999,Wed 6/8/2005,"121,016"
256113,42.3567592,-71.05143939999999,Tue 6/7/2005,15
256123,42.3630388,-71.0638381,Tue 3/29/2005,"9,149"
256123,42.3630388,-71.0638381,Mon 3/28/2005,"8,898"
256124,42.3650135,-71.0641789,Tue 3/29/2005,"7,195"
256124,42.3650135,-71.0641789,Mon 3/28/2005,"6,287"
256129,42.3407231,-71.0776915,Tue 3/29/2005,"17,804"
256129,42.3407231,-71.0776915,Mon 3/28/2005,"16,319"
256130,42.3407231,-71.0776915,Tue 3/29/2005,"17,924"
256130,42.3407231,-71.0776915,Mon 3/28/2005,"16,915"
256132,42.3483198,-71.0461705,Tue 4/5/2005,"14,760"
256131,42.3495263,-71.07221249999999,Tue 4/5/2005,"2,448"
256133,42.3483198,-71.0461705,Tue 4/5/2005,"18,422"
256134,42.3483198,-71.0461705,Tue 4/5/2005,"18,313"
256135,42.3454693,-71.0428266,Tue 4/5/2005,"3,331"
256136,42.3552315,-71.0540137,Tue 4/5/2005,"5,118"
256137,42.3483198,-71.0461705,Tue 4/5/2005,"3,039"
256138,42.3533122,-71.0543709,Tue 4/5/2005,"17,263"
256139,42.3533122,-71.0543709,Tue 4/5/2005,"9,771"
256142,42.3309908,-71.0645207,Tue 3/29/2005,"10,954"
256143,42.3329082,-71.0809474,Tue 4/5/2005,"26,051"
256144,42.3329082,-71.0809474,Tue 4/5/2005,"22,062"
256145,42.3385863,-71.0789916,Tue 4/5/2005,"28,260"
256146,42.3385863,-71.0789916,Tue 4/5/2005,"23,440"
256147,42.3385863,-71.0789916,Tue 4/5/2005,"26,075"
256148,42.3385863,-71.0789916,Tue 4/5/2005,"15,879"
256149,42.3385863,-71.0789916,Tue 4/5/2005,"24,827"
256162,42.3600825,-71.0588801,Wed 3/16/2005,"24,022"
256163,42.3600825,-71.0588801,Wed 3/16/2005,"24,247"
256169,42.3577756,-71.070295,Mon 5/16/2005,"11,280"
256169,42.3577756,-71.070295,Sun 5/15/2005,"10,888"
256169,42.3577756,-71.070295,Sat 5/14/2005,"7,144"
256169,42.3577756,-71.070295,Fri 5/13/2005,"6,818"
256169,42.3577756,-71.070295,Thu 5/12/2005,"10,339"
256169,42.3577756,-71.070295,Wed 5/11/2005,"11,145"
256169,42.3577756,-71.070295,Tue 5/10/2005,"11,481"
256169,42.3577756,-71.070295,Mon 5/9/2005,"11,480"
256173,42.3663862,-71.067566,Thu 5/4/2006,"4,654"
256174,42.3666665,-71.06826989999999,Wed 6/8/2005,"21,256"
256174,42.3666665,-71.06826989999999,Tue 6/7/2005,"21,376"
256174,42.3666665,-71.06826989999999,Mon 6/6/2005,"23,013"
256174,42.3666665,-71.06826989999999,Sun 6/5/2005,"23,161"
256174,42.3666665,-71.06826989999999,Fri 4/29/2005,"19,237"
256174,42.3666665,-71.06826989999999,Thu 4/28/2005,"23,557"
256174,42.3666665,-71.06826989999999,Wed 4/27/2005,"23,698"
256174,42.3666665,-71.06826989999999,Tue 4/26/2005,"22,325"
256174,42.3666665,-71.06826989999999,Mon 4/25/2005,"23,050"
256174,42.3666665,-71.06826989999999,Sun 4/24/2005,"23,631"
256175,42.38946869999999,-70.9963538,Sun 4/30/2006,"8,756"
256175,42.38946869999999,-70.9963538,Sun 4/24/2005,"8,810"
256176,42.3666665,-71.06826989999999,Sun 4/30/2006,"7,604"
256176,42.3666665,-71.06826989999999,Fri 4/29/2005,"7,668"
256176,42.3666665,-71.06826989999999,Thu 4/28/2005,"6,760"
256176,42.3666665,-71.06826989999999,Wed 4/27/2005,"6,567"
256176,42.3666665,-71.06826989999999,Tue 4/26/2005,"6,751"
256176,42.3666665,-71.06826989999999,Mon 4/25/2005,"6,890"
256176,42.3666665,-71.06826989999999,Sun 4/24/2005,"7,522"
256177,42.3666665,-71.06826989999999,Sun 4/30/2006,"22,213"
256177,42.3666665,-71.06826989999999,Sun 4/24/2005,24
256180,42.3646036,-71.06975729999999,Sun 4/24/2005,"16,205"
256181,42.3666665,-71.06826989999999,Sun 4/30/2006,"47,899"
256183,42.3600825,-71.0588801,Wed 6/8/2005,"1,313"
256183,42.3600825,-71.0588801,Tue 6/7/2005,"1,094"
256183,42.3600825,-71.0588801,Mon 6/6/2005,"1,107"
256183,42.3600825,-71.0588801,Sun 6/5/2005,"1,237"
256184,42.3600825,-71.0588801,Wed 6/8/2005,"13,457"
256184,42.3600825,-71.0588801,Tue 6/7/2005,"13,719"
256184,42.3600825,-71.0588801,Mon 6/6/2005,"13,523"
256184,42.3600825,-71.0588801,Sun 6/5/2005,"13,811"
256186,42.3600825,-71.0588801,Wed 6/8/2005,"11,886"
256186,42.3600825,-71.0588801,Tue 6/7/2005,"11,639"
256186,42.3600825,-71.0588801,Mon 6/6/2005,"11,491"
256186,42.3600825,-71.0588801,Sun 6/5/2005,"7,407"
256187,42.3600825,-71.0588801,Wed 6/8/2005,"48,828"
256187,42.3600825,-71.0588801,Tue 6/7/2005,"47,909"
256187,42.3600825,-71.0588801,Mon 6/6/2005,"46,492"
256187,42.3600825,-71.0588801,Sun 6/5/2005,"46,771"
256188,42.3625274,-71.0544561,Wed 6/8/2005,"17,649"
256188,42.3625274,-71.0544561,Tue 6/7/2005,"17,696"
256188,42.3625274,-71.0544561,Mon 6/6/2005,"17,145"
256188,42.3625274,-71.0544561,Sun 6/5/2005,"16,491"
256189,42.3600825,-71.0588801,Wed 6/8/2005,"16,647"
256189,42.3600825,-71.0588801,Tue 6/7/2005,"16,690"
256189,42.3600825,-71.0588801,Mon 6/6/2005,"16,889"
256189,42.3600825,-71.0588801,Sun 6/5/2005,"15,744"
256190,42.3666665,-71.06826989999999,Wed 6/8/2005,"20,611"
256190,42.3666665,-71.06826989999999,Tue 6/7/2005,"21,622"
256190,42.3666665,-71.06826989999999,Mon 6/6/2005,"21,007"
256190,42.3666665,-71.06826989999999,Sun 6/5/2005,"20,766"
256191,42.3666665,-71.06826989999999,Wed 6/8/2005,"4,781"
256191,42.3666665,-71.06826989999999,Tue 6/7/2005,"3,542"
256191,42.3666665,-71.06826989999999,Mon 6/6/2005,"3,557"
256191,42.3666665,-71.06826989999999,Sun 6/5/2005,"4,263"
256192,42.3600825,-71.0588801,Wed 6/8/2005,"5,937"
256192,42.3600825,-71.0588801,Tue 6/7/2005,"5,232"
256192,42.3600825,-71.0588801,Mon 6/6/2005,"5,068"
256192,42.3600825,-71.0588801,Sun 6/5/2005,"5,879"
256193,42.3600825,-71.0588801,Wed 6/8/2005,"6,685"
256193,42.3600825,-71.0588801,Tue 6/7/2005,"6,632"
256193,42.3600825,-71.0588801,Mon 6/6/2005,"6,340"
256193,42.3600825,-71.0588801,Sun 6/5/2005,"6,089"
256195,42.3630786,-71.0533355,Wed 6/8/2005,"15,012"
256195,42.3630786,-71.0533355,Tue 6/7/2005,"14,640"
256195,42.3630786,-71.0533355,Mon 6/6/2005,"14,627"
256195,42.3630786,-71.0533355,Sun 6/5/2005,"16,121"
256196,42.36072610000001,-71.0558865,Wed 6/8/2005,"10,126"
256196,42.36072610000001,-71.0558865,Tue 6/7/2005,"10,732"
256196,42.36072610000001,-71.0558865,Mon 6/6/2005,"10,104"
256196,42.36072610000001,-71.0558865,Sun 6/5/2005,"8,519"
256197,42.3600825,-71.0588801,Wed 6/8/2005,"9,366"
256197,42.3600825,-71.0588801,Tue 6/7/2005,"9,101"
256197,42.3600825,-71.0588801,Mon 6/6/2005,"8,448"
256197,42.3600825,-71.0588801,Sun 6/5/2005,"8,640"
256201,42.3600825,-71.0588801,Wed 6/8/2005,"8,195"
256201,42.3600825,-71.0588801,Tue 6/7/2005,"8,238"
256201,42.3600825,-71.0588801,Mon 6/6/2005,"8,057"
256201,42.3600825,-71.0588801,Sun 6/5/2005,"8,197"
256200,42.3600825,-71.0588801,Wed 7/13/2005,"1,986"
256200,42.3600825,-71.0588801,Tue 7/12/2005,"2,022"
256200,42.3600825,-71.0588801,Mon 7/11/2005,"2,803"
256200,42.3600825,-71.0588801,Thu 6/9/2005,803
256200,42.3600825,-71.0588801,Wed 6/8/2005,"1,581"
256200,42.3600825,-71.0588801,Tue 6/7/2005,"1,635"
256200,42.3600825,-71.0588801,Mon 6/6/2005,"2,367"
256202,42.3385863,-71.0789916,Wed 6/8/2005,"22,764"
256202,42.3385863,-71.0789916,Tue 6/7/2005,"22,609"
256202,42.3385863,-71.0789916,Mon 6/6/2005,"21,868"
256202,42.3385863,-71.0789916,Sun 6/5/2005,"13,830"
256207,42.3498988,-71.05873609999999,Wed 6/8/2005,"9,135"
256207,42.3498988,-71.05873609999999,Tue 6/7/2005,"8,786"
256207,42.3498988,-71.05873609999999,Mon 6/6/2005,"9,007"
256207,42.3498988,-71.05873609999999,Sun 6/5/2005,"8,410"
256208,42.3600825,-71.0588801,Wed 6/8/2005,"10,907"
256208,42.3600825,-71.0588801,Tue 6/7/2005,"10,841"
256208,42.3600825,-71.0588801,Mon 6/6/2005,"10,259"
256208,42.3600825,-71.0588801,Sun 6/5/2005,"10,295"
256209,42.3600825,-71.0588801,Wed 6/8/2005,"13,308"
256209,42.3600825,-71.0588801,Tue 6/7/2005,"13,014"
256209,42.3600825,-71.0588801,Mon 6/6/2005,"12,750"
256209,42.3600825,-71.0588801,Sun 6/5/2005,"12,577"
256210,42.3600825,-71.0588801,Wed 6/8/2005,"11,074"
256210,42.3600825,-71.0588801,Tue 6/7/2005,"16,043"
256210,42.3600825,-71.0588801,Mon 6/6/2005,"13,639"
256210,42.3600825,-71.0588801,Sun 6/5/2005,"8,779"
256211,42.3600825,-71.0588801,Wed 6/8/2005,"7,785"
256211,42.3600825,-71.0588801,Tue 6/7/2005,"7,560"
256211,42.3600825,-71.0588801,Mon 6/6/2005,"7,438"
256211,42.3600825,-71.0588801,Sun 6/5/2005,"7,281"
256212,42.3600825,-71.0588801,Wed 6/8/2005,601
256212,42.3600825,-71.0588801,Tue 6/7/2005,568
256212,42.3600825,-71.0588801,Mon 6/6/2005,559
256212,42.3600825,-71.0588801,Sun 6/5/2005,628
256214,42.3600825,-71.0588801,Wed 6/8/2005,"19,257"
256214,42.3600825,-71.0588801,Tue 6/7/2005,"18,867"
256214,42.3600825,-71.0588801,Mon 6/6/2005,"18,675"
256214,42.3600825,-71.0588801,Sun 6/5/2005,"18,124"
256216,42.3478759,-71.0993314,Wed 6/8/2005,"33,540"
256216,42.3478759,-71.0993314,Tue 6/7/2005,"31,560"
256216,42.3478759,-71.0993314,Mon 6/6/2005,"30,238"
256216,42.3478759,-71.0993314,Sun 6/5/2005,"29,580"
256215,42.35152220000001,-71.0502456,Wed 6/8/2005,"3,354"
256215,42.35152220000001,-71.0502456,Tue 6/7/2005,"3,329"
256215,42.35152220000001,-71.0502456,Mon 6/6/2005,"3,205"
256215,42.35152220000001,-71.0502456,Sun 6/5/2005,"3,020"
256217,42.3600825,-71.0588801,Wed 6/8/2005,"10,413"
256217,42.3600825,-71.0588801,Tue 6/7/2005,"9,898"
256217,42.3600825,-71.0588801,Mon 6/6/2005,"9,878"
256217,42.3600825,-71.0588801,Sun 6/5/2005,"8,368"
256218,42.3600825,-71.0588801,Wed 6/8/2005,"1,849"
256218,42.3600825,-71.0588801,Tue 6/7/2005,"1,591"
256218,42.3600825,-71.0588801,Mon 6/6/2005,"1,641"
256218,42.3600825,-71.0588801,Sun 6/5/2005,"1,762"
256225,42.3600825,-71.0588801,Wed 6/8/2005,"23,653"
256225,42.3600825,-71.0588801,Tue 6/7/2005,"25,621"
256225,42.3600825,-71.0588801,Mon 6/6/2005,"30,897"
256225,42.3600825,-71.0588801,Sun 6/5/2005,"29,334"
256226,42.35152220000001,-71.0502456,Wed 6/8/2005,"13,694"
256226,42.35152220000001,-71.0502456,Tue 6/7/2005,"12,638"
256226,42.35152220000001,-71.0502456,Mon 6/6/2005,"13,093"
256226,42.35152220000001,-71.0502456,Sun 6/5/2005,"10,664"
256227,42.3600825,-71.0588801,Wed 6/8/2005,"5,455"
256227,42.3600825,-71.0588801,Tue 6/7/2005,"5,361"
256227,42.3600825,-71.0588801,Mon 6/6/2005,"5,092"
256227,42.3600825,-71.0588801,Sun 6/5/2005,"4,788"
256228,42.3600825,-71.0588801,Wed 6/8/2005,"4,247"
256228,42.3600825,-71.0588801,Tue 6/7/2005,"4,176"
256228,42.3600825,-71.0588801,Mon 6/6/2005,"4,357"
256228,42.3600825,-71.0588801,Sun 6/5/2005,"4,056"
256229,42.3849882,-71.0472857,Wed 6/8/2005,"15,397"
256229,42.3849882,-71.0472857,Tue 6/7/2005,"15,781"
256229,42.3849882,-71.0472857,Mon 6/6/2005,"15,188"
256229,42.3849882,-71.0472857,Sun 6/5/2005,"14,978"
256230,42.3600825,-71.0588801,Wed 6/8/2005,"15,948"
256230,42.3600825,-71.0588801,Tue 6/7/2005,"15,841"
256230,42.3600825,-71.0588801,Mon 6/6/2005,"15,508"
256230,42.3600825,-71.0588801,Sun 6/5/2005,"16,011"
256231,42.3600825,-71.0588801,Wed 6/8/2005,"6,850"
256231,42.3600825,-71.0588801,Tue 6/7/2005,"6,683"
256231,42.3600825,-71.0588801,Mon 6/6/2005,"6,471"
256231,42.3600825,-71.0588801,Sun 6/5/2005,"4,472"
256234,42.3600825,-71.0588801,Thu 6/9/2005,"27,449"
256234,42.3600825,-71.0588801,Wed 6/8/2005,"27,049"
256234,42.3600825,-71.0588801,Tue 6/7/2005,"26,481"
256234,42.3600825,-71.0588801,Mon 6/6/2005,"25,863"
256232,42.3600825,-71.0588801,Wed 6/8/2005,"38,968"
256232,42.3600825,-71.0588801,Tue 6/7/2005,"38,850"
256232,42.3600825,-71.0588801,Mon 6/6/2005,"38,007"
256232,42.3600825,-71.0588801,Sun 6/5/2005,"37,365"
256235,42.3523482,-71.04657809999999,Wed 7/13/2005,"16,498"
256235,42.3523482,-71.04657809999999,Tue 7/12/2005,"17,328"
256235,42.3523482,-71.04657809999999,Mon 7/11/2005,"15,699"
256235,42.3523482,-71.04657809999999,Sun 6/5/2005,985
256236,42.3600825,-71.0588801,Wed 7/13/2005,"20,845"
256236,42.3600825,-71.0588801,Tue 7/12/2005,"19,869"
256236,42.3600825,-71.0588801,Mon 7/11/2005,"18,671"
256236,42.3600825,-71.0588801,Wed 6/8/2005,7
256236,42.3600825,-71.0588801,Tue 6/7/2005,5
256236,42.3600825,-71.0588801,Mon 6/6/2005,4
256236,42.3600825,-71.0588801,Sun 6/5/2005,889
256430,42.3600825,-71.0588801,Thu 3/17/2005,"4,251"
256430,42.3600825,-71.0588801,Wed 3/16/2005,"6,387"
256489,42.3459906,-71.10683759999999,Wed 3/30/2005,"9,616"
256489,42.3459906,-71.10683759999999,Tue 3/29/2005,"9,112"
256489,42.3459906,-71.10683759999999,Mon 3/28/2005,"8,907"
256490,42.3459906,-71.10683759999999,Mon 3/28/2005,79
256491,42.3459906,-71.10683759999999,Wed 3/30/2005,"8,312"
256491,42.3459906,-71.10683759999999,Tue 3/29/2005,"7,815"
256491,42.3459906,-71.10683759999999,Mon 3/28/2005,"7,464"
256494,42.351276,-71.1177769,Tue 3/29/2005,"18,215"
256494,42.351276,-71.1177769,Mon 3/28/2005,"16,564"
256495,42.351276,-71.1177769,Tue 3/29/2005,"17,915"
256495,42.351276,-71.1177769,Mon 3/28/2005,"17,298"
256497,42.35152220000001,-71.0502456,Tue 4/5/2005,"25,191"
256498,42.35152220000001,-71.0502456,Tue 4/5/2005,"13,171"
256499,42.3329082,-71.0809474,Tue 4/5/2005,"28,828"
256500,42.3329082,-71.0809474,Tue 4/5/2005,"30,963"
256503,42.3552315,-71.0540137,Tue 4/5/2005,"2,122"
256505,42.3478759,-71.0993314,Sun 6/5/2005,"47,319"
256506,42.359258,-71.0542585,Tue 4/5/2005,"11,351"
256507,42.359258,-71.0542585,Tue 4/5/2005,"9,109"
256508,42.3407231,-71.0776915,Tue 3/29/2005,"17,862"
256508,42.3407231,-71.0776915,Mon 3/28/2005,"16,295"
256509,42.3069456,-71.1070289,Wed 3/30/2005,"11,599"
256510,42.3069456,-71.1070289,Wed 3/30/2005,"8,347"
256512,42.3069456,-71.1070289,Wed 3/30/2005,"10,837"
256516,42.3080764,-71.0583243,Tue 4/5/2005,"10,143"
256517,42.3080764,-71.0583243,Tue 4/5/2005,"17,650"
256518,42.3080764,-71.0583243,Tue 4/5/2005,"13,145"
256519,42.3483198,-71.0461705,Tue 4/5/2005,"16,182"
8007,42.3646036,-71.06975729999999,Tue 6/16/2015,"124,530"
8007,42.3646036,-71.06975729999999,Mon 6/15/2015,"113,364"
8007,42.3646036,-71.06975729999999,Wed 4/4/2012,"113,857"
8007,42.3646036,-71.06975729999999,Tue 4/3/2012,"110,047"
8007,42.3646036,-71.06975729999999,Mon 4/2/2012,"106,703"
8007,42.3646036,-71.06975729999999,Mon 5/19/2003,"116,918"
8045,42.3567592,-71.05143939999999,Tue 8/23/2011,"166,157"
8045,42.3567592,-71.05143939999999,Mon 8/22/2011,"167,186"
8052,42.3385863,-71.0789916,Tue 5/4/2004,"31,303"
8052,42.3385863,-71.0789916,Mon 5/3/2004,"28,886"
8052,42.3385863,-71.0789916,Sun 5/2/2004,"24,826"
8052,42.3385863,-71.0789916,Sat 5/1/2004,"23,904"
8052,42.3385863,-71.0789916,Fri 4/30/2004,"36,954"
8052,42.3385863,-71.0789916,Thu 4/29/2004,"35,378"
8052,42.3385863,-71.0789916,Wed 4/28/2004,"28,681"
8052,42.3385863,-71.0789916,Tue 4/27/2004,"35,188"
8052,42.3385863,-71.0789916,Mon 4/26/2004,"32,472"
