id,lat,lng,date,count
256236,42.3600825,-71.0588801,Wed 7/13/2005,137.42857142857142
256430,42.3600825,-71.0588801,Thu 3/17/2005,5
256489,42.3459906,-71.10683759999999,Wed 3/30/2005,8.666666666666666
256490,42.3459906,-71.10683759999999,Mon 3/28/2005,79
256491,42.3459906,-71.10683759999999,Wed 3/30/2005,7.333333333333333
256494,42.351276,-71.1177769,Tue 3/29/2005,17
256495,42.351276,-71.1177769,Tue 3/29/2005,17
256497,42.35152220000001,-71.0502456,Tue 4/5/2005,25
256498,42.35152220000001,-71.0502456,Tue 4/5/2005,13
256499,42.3329082,-71.0809474,Tue 4/5/2005,28
256500,42.3329082,-71.0809474,Tue 4/5/2005,30
256503,42.3552315,-71.0540137,Tue 4/5/2005,2
256505,42.3478759,-71.0993314,Sun 6/5/2005,47
256506,42.359258,-71.0542585,Tue 4/5/2005,11
256507,42.359258,-71.0542585,Tue 4/5/2005,9
256508,42.3407231,-71.0776915,Tue 3/29/2005,16.5
256509,42.3069456,-71.1070289,Wed 3/30/2005,11
256510,42.3069456,-71.1070289,Wed 3/30/2005,8
256512,42.3069456,-71.1070289,Wed 3/30/2005,10
256516,42.3080764,-71.0583243,Tue 4/5/2005,10
256517,42.3080764,-71.0583243,Tue 4/5/2005,17
256518,42.3080764,-71.0583243,Tue 4/5/2005,13
256519,42.3483198,-71.0461705,Tue 4/5/2005,16
8007,42.3646036,-71.06975729999999,Mon 5/19/2003,116
8052,42.3385863,-71.0789916,Tue 5/4/2004,30.22222222222222
8054,42.3679413,-71.059324,Sun 4/2/2000,19
8053,42.457091,-71.023946,Tue 4/27/2004,14.333333333333334
8056,42.3614991,-71.075347,Sat 4/30/2005,65.375
8107,42.3559041,-71.0551567,Mon 5/1/2000,30
8475,42.3679413,-71.059324,Wed 3/30/2005,26
8559,42.3309908,-71.0645207,Wed 3/30/2005,19.5
8562,42.3329082,-71.0809474,Tue 4/5/2005,30
8570,42.3407231,-71.0776915,Tue 3/29/2005,17.5
8571,42.3407231,-71.0776915,Tue 3/29/2005,17
8572,42.3069456,-71.1070289,Wed 3/30/2005,13
8573,42.3069456,-71.1070289,Wed 3/30/2005,12
8574,42.3385863,-71.0789916,Tue 4/5/2005,12
8578,42.3385863,-71.0789916,Tue 4/5/2005,35
8592,42.351276,-71.1177769,Wed 3/30/2005,28
8591,42.3486506,-71.0827,Wed 3/30/2005,33
8594,42.3385863,-71.0789916,Tue 4/5/2005,40
8601,42.3459906,-71.10683759999999,Wed 3/30/2005,9.333333333333334
8608,42.3459906,-71.10683759999999,Wed 3/30/2005,334.6666666666667
8609,42.3459906,-71.10683759999999,Wed 3/30/2005,16.333333333333332
8628,42.3495263,-71.07221249999999,Tue 4/5/2005,22
8634,42.3486506,-71.0827,Tue 3/29/2005,16.333333333333332
8630,42.3498988,-71.05873609999999,Tue 4/5/2005,23
8635,42.3459906,-71.10683759999999,Wed 3/30/2005,12
8636,42.3407231,-71.0776915,Tue 4/5/2005,16
8637,42.3407231,-71.0776915,Tue 4/5/2005,16
8640,42.3486506,-71.0827,Wed 3/30/2005,9.666666666666666
8652,42.3080764,-71.0583243,Tue 4/5/2005,11
8653,42.3080764,-71.0583243,Tue 4/5/2005,23
8657,42.3432403,-71.0468053,Tue 4/5/2005,17
8660,42.3483198,-71.0461705,Tue 4/28/2009,19
8661,42.3080764,-71.0583243,Tue 4/5/2005,11
8662,42.35152220000001,-71.0502456,Tue 4/5/2005,12
8663,42.3483198,-71.0461705,Tue 4/5/2005,19
8664,42.3498988,-71.05873609999999,Tue 4/5/2005,18
8665,42.3533122,-71.0543709,Tue 4/5/2005,18
8667,42.3483198,-71.0461705,Tue 4/5/2005,16
8668,42.3483198,-71.0461705,Tue 4/5/2005,9
8669,42.3533122,-71.0543709,Tue 4/5/2005,20
8670,42.3533122,-71.0543709,Tue 4/5/2005,24
8671,42.3533122,-71.0543709,Tue 4/5/2005,10
8673,42.35152220000001,-71.0502456,Tue 4/5/2005,15
8674,42.3529207,-71.0562551,Tue 4/5/2005,29
8675,42.3552315,-71.0540137,Tue 4/5/2005,8
8677,42.3552315,-71.0540137,Tue 4/5/2005,2
8678,42.35152220000001,-71.0502456,Tue 4/5/2005,14
8679,42.35152220000001,-71.0502456,Tue 4/5/2005,18
8680,42.35152220000001,-71.0502456,Tue 4/5/2005,25
8681,42.359258,-71.0542585,Tue 4/5/2005,11
8682,42.362361,-71.058551,Tue 4/5/2005,12
8684,42.359258,-71.0542585,Tue 4/5/2005,10
8683,42.3616756,-71.0600737,Tue 4/5/2005,8
8685,42.359258,-71.0542585,Tue 4/5/2005,6
8694,42.3486506,-71.0827,Wed 3/30/2005,40
9101,42.3478759,-71.0993314,Sat 6/11/2005,73.25
9102,42.3478759,-71.0993314,Thu 6/9/2005,47
9103,42.3478759,-71.0993314,Sat 6/11/2005,36.25
